epoch,stage,train_loss,train_acc,val_loss,val_acc,val_auc,val_sens,val_spec,val_best_thr,val_bestJ,val_best_acc,val_best_sens,val_best_spec,test_loss,test_auc,test_acc_thr05,test_sens_thr05,test_spec_thr05,test_acc_bestthr,test_sens_bestthr,test_spec_bestthr
1,head_only,0.05626794141096374,72.0,0.6478021740913391,83.76068376068376,0.9175627240143369,0.9999999998924732,0.20833333324652778,0.522,0.7137096769645876,84.61538460815254,0.838709677329171,0.8749999996354166,,,,,,,,
2,head_only,0.04984554339932705,77.58333333333333,0.5468309233585994,87.17948717948718,0.9466845878136201,0.9999999998924732,0.37499999984375,0.5640000000000001,0.7473118275114898,89.74358973591936,0.9139784945253787,0.8333333329861111,,,,,,,,
3,head_only,0.043330423987548175,79.58333333333333,0.4936842054128647,88.88888888888889,0.9614695340501792,0.9784946235506996,0.5416666664409722,0.594,0.7970430102631987,86.32478631740814,0.838709677329171,0.9583333329340278,,,,,,,,
4,head_only,0.04006914324311462,81.83333333333333,0.4526134550571442,89.74358974358974,0.9668458781362007,0.9784946235506996,0.5833333330902778,0.606,0.8185483866049723,88.03418802666376,0.8602150536709446,0.9583333329340278,,,,,,,,
5,cnn_last,0.03386897414922714,85.16666666666667,0.4300968845685323,91.45299145299145,0.9668458781362007,0.956989247208926,0.7499999996875,0.559,0.8306451608101009,91.45299144517496,0.9139784945253787,0.9166666662847222,,,,,,,,
6,cnn_last,0.03539078900377111,82.5,0.4156221508979797,90.5982905982906,0.9663978494623655,0.956989247208926,0.7083333330381945,0.554,0.8521505371518745,93.16239315443057,0.9354838708671523,0.9166666662847222,,,,,,,,
7,cnn_last,0.03434308709576726,84.33333333333333,0.40117612928152085,89.74358974358974,0.9619175627240143,0.9354838708671523,0.7499999996875,0.546,0.8306451608101009,91.45299144517496,0.9139784945253787,0.9166666662847222,,,,,,,,
8,cnn_last,0.03383284380057982,84.33333333333333,0.39427270690600075,90.5982905982906,0.9601254480286738,0.9354838708671523,0.7916666663368055,0.549,0.8306451608101009,91.45299144517496,0.9139784945253787,0.9166666662847222,,,,,,,,
9,cnn_last,0.0355308368212233,83.58333333333333,0.39506022185087203,90.5982905982906,0.9583333333333333,0.9354838708671523,0.7916666663368055,0.612,0.8077956984340857,87.17948717203595,0.8494623655000578,0.9583333329340278,,,,,,,,
10,cnn_last,0.03466942870504378,85.0,0.3933125093579292,90.5982905982906,0.9525089605734767,0.9354838708671523,0.7916666663368055,0.6,0.7876344081265536,88.03418802666376,0.8709677418418315,0.9166666662847222,,,,,,,,
11,cnn_all,0.029213242027520514,86.58333333333333,0.39261059165000917,90.5982905982906,0.9489247311827956,0.9354838708671523,0.7916666663368055,0.652,0.7956989242289572,83.76068375352473,0.7956989246456239,0.9999999995833333,,,,,,,,
12,cnn_all,0.029515374622036083,87.08333333333333,0.39261538336674373,88.88888888888889,0.9439964157706093,0.9247311826962655,0.7499999996875,0.653,0.7956989242289572,83.76068375352473,0.7956989246456239,0.9999999995833333,,,,,,,,
13,cnn_all,0.028886349142412657,87.25,0.39284625500440595,88.03418803418803,0.9408602150537634,0.9139784945253787,0.7499999996875,0.653,0.7956989242289572,83.76068375352473,0.7956989246456239,0.9999999995833333,,,,,,,,
14,cnn_all,0.029319836661452426,87.25,0.38995851278305055,88.03418803418803,0.939516129032258,0.9139784945253787,0.7499999996875,0.663,0.7956989242289572,83.76068375352473,0.7956989246456239,0.9999999995833333,,,,,,,,
15,cnn_all,0.030064704381899596,87.0,0.3860669697324435,88.03418803418803,0.9377240143369175,0.9139784945253787,0.7499999996875,0.686,0.7849462360580703,82.90598289889692,0.784946236474737,0.9999999995833333,,,,,,,,
16,cnn_all,0.028616351144155488,87.16666666666667,0.38588738242785137,88.03418803418803,0.9350358422939069,0.9139784945253787,0.7499999996875,0.6950000000000001,0.7741935478871835,82.05128204426913,0.7741935483038502,0.9999999995833333,,,,,,,,
17,swin_last,0.02724988799969045,86.41666666666667,0.3837841947873433,86.32478632478633,0.9350358422939068,0.8924731181836051,0.7499999996875,0.718,0.7526881715454099,80.34188033501351,0.7526881719620766,0.9999999995833333,,,,,,,,
18,swin_last,0.02899861450578707,87.83333333333333,0.3799978315830231,87.17948717948718,0.931899641577061,0.8924731181836051,0.7916666663368055,0.747,0.7311827952036363,78.63247862575791,0.731182795620303,0.9999999995833333,,,,,,,,
19,swin_last,0.03038987618657605,86.66666666666667,0.37710043986638386,86.32478632478633,0.9274193548387097,0.8817204300127183,0.7916666663368055,0.542,0.7043010748279426,86.32478631740814,0.8709677418418315,0.8333333329861111,,,,,,,,
20,swin_last,0.028525961591027833,88.75,0.37754424264033637,86.32478632478633,0.9238351254480287,0.8817204300127183,0.7916666663368055,0.449,0.7056451608621841,88.88888888129155,0.9139784945253787,0.7916666663368055,,,,,,,,
21,swin_last,0.026673698775024,88.08333333333333,0.3744606534639994,86.32478632478633,0.9206989247311828,0.8817204300127183,0.7916666663368055,0.463,0.7056451608621841,88.88888888129155,0.9139784945253787,0.7916666663368055,,,,,,,,
22,swin_last,0.029355863921324877,88.41666666666667,0.3695941006143888,88.88888888888889,0.921594982078853,0.9139784945253787,0.7916666663368055,0.47000000000000003,0.7056451608621841,88.88888888129155,0.9139784945253787,0.7916666663368055,,,,,,,,
23,all_finetune,0.024976404585371103,90.0,0.3661910111705462,88.03418803418803,0.9206989247311829,0.9032258063544919,0.7916666663368055,0.46,0.7056451608621841,88.88888888129155,0.9139784945253787,0.7916666663368055,,,,,,,,
24,all_finetune,0.028269313870890378,87.58333333333333,0.3623363753159841,88.03418803418803,0.9180107526881721,0.9032258063544919,0.7916666663368055,0.599,0.7150537629988294,87.17948717203595,0.8817204300127183,0.8333333329861111,,,,,,,,
25,all_finetune,0.029334450435174707,89.08333333333333,0.3567166343331337,87.17948717948718,0.9148745519713263,0.9032258063544919,0.7499999996875,0.607,0.7043010748279426,86.32478631740814,0.8709677418418315,0.8333333329861111,,,,,,,,
26,all_finetune,0.027645621458165504,91.16666666666667,0.3512005349000295,86.32478632478633,0.9117383512544803,0.9032258063544919,0.7083333330381945,0.628,0.7043010748279426,86.32478631740814,0.8709677418418315,0.8333333329861111,,,,,,,,
27,all_finetune,0.024011492082233115,91.5,0.35252274895707764,85.47008547008546,0.903673835125448,0.9032258063544919,0.6666666663888888,0.655,0.6935483866570558,85.47008546278033,0.8602150536709446,0.8333333329861111,,,,,,,,
28,all_finetune,0.030172276551505395,89.75,0.35854897697766624,84.61538461538461,0.8974014336917563,0.8924731181836051,0.6666666663888888,0.669,0.682795698486169,84.61538460815254,0.8494623655000578,0.8333333329861111,,,,,,,,
29,all_finetune,0.028088183338356127,89.58333333333333,0.36450874830285707,85.47008547008546,0.9009856630824373,0.8924731181836051,0.7083333330381945,0.797,0.6491935479392668,79.48717948038572,0.7741935483038502,0.8749999996354166,,,,,,,,
30,all_finetune,0.0272675314869169,89.91666666666667,0.3718456034859022,85.47008547008546,0.9014336917562724,0.9032258063544919,0.6666666663888888,0.853,0.6465053758707835,74.3589743526189,0.6881720429367557,0.9583333329340278,,,,,,,,
31,all_finetune,0.026792401211059767,90.75,0.3845433513323466,86.32478632478633,0.9014336917562723,0.9032258063544919,0.7083333330381945,0.789,0.6491935479392668,79.48717948038572,0.7741935483038502,0.8749999996354166,,,,,,,,
32,all_finetune,0.02223642377978346,90.08333333333333,0.3883165699740251,84.61538461538461,0.8987455197132617,0.8924731181836051,0.6666666663888888,0.5690000000000001,0.6317204297002181,85.47008546278033,0.8817204300127183,0.7499999996875,,,,,,,,
32,final_test,,,,,,,,0.5690000000000001,,,,,0.42887510728127887,0.8481454501305167,81.6377171215881,0.8650519030842543,0.692982456079563,81.63771711956234,0.8581314878595802,0.7105263157271469
